ImageName,Label,Theta0_Lambda1_LocalEnergy,Theta0_Lambda1_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta1_Lambda1_LocalEnergy,Theta1_Lambda1_MeanAmplitude,Theta1_Lambda0_LocalEnergy,Theta1_Lambda0_MeanAmplitude,Theta1_Lambda0_LocalEnergy,Theta1_Lambda0_MeanAmplitude,Theta1_Lambda0_LocalEnergy,Theta1_Lambda0_MeanAmplitude,Theta1_Lambda0_LocalEnergy,Theta1_Lambda0_MeanAmplitude,Theta0_Lambda1_LocalEnergy,Theta0_Lambda1_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda1_LocalEnergy,Theta0_Lambda1_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda1_LocalEnergy,Theta0_Lambda1_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude
2.png,bad,124195,640851,13752699,9435127,127916,124195,640851,13752699,9435127,127916,123977,748531,13781746,9477627,126549,123758,283996,14029797,15190003,16536907,123570,286897,14067313,15172903,16543834,31425955,31337875,24583489,29970763,31425248,31425955,31337875,24583489,29970763,31425248,31425943,31298631,24484008,29898161,31425461,31426110,31396926,19166487,9888247,10461667,31426144,31396501,19166225,9888235,10461730
20.jpg.png,bad,9180602,14697912,10272795,13244820,13764981,9180602,14697912,10272795,13244820,13764981,9262071,14634833,10073747,13116372,13810981,4838620,14736564,16189931,17097534,17335644,4806287,14758278,16094690,17047874,17353680,32766774,23568102,17629769,21144178,30576511,32766774,23568102,17629769,21144178,30576511,32722331,23497465,17611671,21084000,30518325,33810988,24699814,13782963,7111490,7523780,33811953,24699258,13782820,7111496,7523716
20.png,bad,113687,1466269,11892085,10808412,114636,113687,1466269,11892085,10808412,114636,113843,1491967,12000274,10828861,127112,112664,419452,12655005,14189404,14002514,112860,408317,12686441,14142956,14009186,28554785,28340687,21553569,26386838,28554360,28554785,28340687,21553569,26386838,28554360,28554751,28325603,21554238,26386235,28552636,28555028,28503416,16791993,8664288,9166536,28555028,28503097,16791887,8664294,9166594
2019.jpg,bad,19111274,21712359,29533440,23427492,17937653,19111274,21712359,29533440,23427492,17937653,18982285,21617855,29556939,23447709,18043249,19867106,20695674,28319358,29293855,28682586,19879131,20724367,28376237,29228667,28653980,42784856,34322535,27219176,32099232,40528593,42784856,34322535,27219176,32099232,40528593,42756767,34304623,27218679,32092025,40500191,44444530,35333184,21205748,10941873,11575884,44447301,35335659,21205885,10941705,11576204
20patch_29.jpg,bad,791721,5621262,16516986,13427320,1275016,791721,5621262,16516986,13427320,1275016,1040309,5316140,16467880,12585226,1612850,567959,4349222,17328617,19394960,19438888,535999,4392418,17225320,19301920,19433862,40930011,38906908,30422292,36452344,40745856,40930011,38906908,30422292,36452344,40745856,40829843,38512202,30228780,36149898,40553298,41021433,39515842,23896561,12331160,13045904,41029921,39557178,23896886,12331426,13045710
21.jpg.png,bad,7968403,14682720,8940387,13095487,13541614,7968403,14682720,8940387,13095487,13541614,7982621,14601596,8974287,13136515,13534171,4462192,14068596,16160993,17882556,18513865,4459598,14016553,16217886,17850019,18473490,33591687,24409620,18428705,21967531,31491396,33591687,24409620,18428705,21967531,31491396,33534407,24336154,18406471,21905637,31427955,34469264,25552636,14431403,7446146,7877751,34466726,25549057,14431398,7446107,7877660
21.png,bad,146841,2664387,12796607,13298130,175948,146841,2664387,12796607,13298130,175948,154741,2732443,12893642,13257781,203647,134770,865569,13347776,14795184,15405882,135768,874739,13292602,14823702,15370451,31047603,30572433,22938817,28160582,31039370,31047603,30572433,22938817,28160582,31039370,31045413,30566255,22948066,28163405,31032353,31050338,30895661,17882866,9227112,9761722,31050334,30892997,17882806,9227042,9761729
210.jpg,bad,21036168,19948197,34127722,24698513,20087041,21036168,19948197,34127722,24698513,20087041,20892713,19798055,33943309,24629013,20042972,21360969,18379849,31087784,33531223,34130300,21282297,18356012,30921911,33607889,34038666,52962118,43286621,34038182,40557259,50388403,52962118,43286621,34038182,40557259,50388403,52922157,43265097,34042921,40554863,50348194,54854597,44451081,26518534,13682707,14476054,54855819,44451412,26518369,13682663,14476086
212.jpg,bad,12932421,14454472,15220523,15636800,11465600,12932421,14454472,15220523,15636800,11465600,12933721,14415152,15192592,15594082,11474295,13739920,13396079,14688849,14782359,14831230,13778868,13374354,14704233,14833347,14774829,20027063,13937182,10098831,12392906,18400452,20027063,13937182,10098831,12392906,18400452,20020289,13934668,10097630,12391616,18393971,21226746,14657507,7867321,4059341,4294854,21225526,14656254,7867363,4059257,4294737
21patch_3.jpg,bad,484743,13851897,15610815,14650533,822192,484743,13851897,15610815,14650533,822192,509900,13601298,15359609,14572401,876967,377549,10759936,11772555,15858729,16763921,378959,10765996,11801170,15900646,16806379,41412439,37669807,29539469,34383551,41314800,41412439,37669807,29539469,34383551,41314800,41386102,37595206,29486811,34309855,41270079,41453839,39063290,23586539,12169865,12875477,41455587,39062644,23586778,12170068,12875437
22.jpg.png,bad,2957385,14306130,11574446,14311193,6627107,2957385,14306130,11574446,14311193,6627107,3050928,14288071,11638517,14202657,6584376,1669220,14360345,17778617,18866601,17802556,1633877,14383253,17827462,18935713,17831929,39558007,31693706,25012794,28976309,38595977,39558007,31693706,25012794,28976309,38595977,39494550,31617467,24981411,28910953,38522496,39877180,32962019,19699239,10164519,10753534,39880539,32957363,19699268,10164243,10753579
22.png,bad,109580,6594440,13044062,12837853,113970,109580,6594440,13044062,12837853,113970,110355,6388712,12982991,12668581,119678,108714,1147680,11030200,13285574,14667151,108786,1157879,11026018,13226627,14642789,27682636,26866620,19614072,24087821,27681802,27682636,26866620,19614072,24087821,27681802,27682495,26851906,19611199,24083947,27680694,27682780,27535830,15280310,7884538,8341313,27682780,27535381,15280366,7884543,8341233
2220.jpg,bad,23088925,19997704,31572980,21598646,22491935,23088925,19997704,31572980,21598646,22491935,23146155,19973417,31462173,21724714,22473163,23218794,20242086,30788039,33186358,33559903,23199664,20180608,30747223,33205441,33518346,51301687,40071718,31300726,37102720,48311513,51301687,40071718,31300726,37102720,48311513,51242313,40029091,31298949,37083982,48249689,53492088,41412158,24386015,12582416,13311927,53494300,41414592,24385873,12582757,13311998
22patch_30.jpg,bad,597083,3396406,17900856,6186600,883598,597083,3396406,17900856,6186600,883598,715740,3473198,17356896,5840538,1076938,453464,2650975,18643880,19679645,18759070,438471,2586763,18603860,19720790,18837494,40982489,39727904,33118606,38531470,40860958,40982489,39727904,33118606,38531470,40860958,40932938,39346502,32948822,38141864,40758174,41046922,40142947,25886266,13357641,14132028,41046605,40183517,25886266,13357900,14132042
23.jpg.png,bad,6758826,13473090,10965325,13552123,10601145,6758826,13473090,10965325,13552123,10601145,6786985,13425227,10999913,13468765,10550119,4812283,13758031,15760265,17189364,16176493,4813883,13795980,15746605,17201212,16219930,31944342,23466174,17482067,21030807,30349999,31944342,23466174,17482067,21030807,30349999,31878821,23385297,17454541,20964703,30275975,32685119,24597459,13662019,7049178,7457889,32692605,24598006,13661985,7049274,7457790
23.png,bad,123998,1166946,12555978,13195655,127457,123998,1166946,12555978,13195655,127457,124219,1177553,12625766,13170674,160063,123664,422391,14168429,15271491,15732479,123664,425927,14098360,15275135,15686909,31534292,31347862,23727718,29136559,31533713,31534292,31347862,23727718,29136559,31533713,31534255,31323567,23719140,29130418,31528883,31534320,31465385,18484835,9537625,10090583,31534320,31464867,18484764,9537689,10090631
2321.jpg,bad,16309690,21558429,20557716,21700583,15640869,16309690,21558429,20557716,21700583,15640869,16253171,21555250,20656184,21582024,15812744,17182394,21385964,22642248,21505221,20891515,17224568,21401987,22627552,21478740,20953721,25466012,17832173,12977022,15915221,23420421,25466012,17832173,12977022,15915221,23420421,25470625,17835086,12975554,15915048,23425046,26980668,18731936,10109716,5216575,5518959,26980636,18731967,10109810,5216346,5518767
23patch_31.jpg,bad,320348,1280734,12317610,9532991,397427,320348,1280734,12317610,9532991,397427,371791,1284653,12037327,9395217,463355,257440,994544,18744211,18856828,20077496,259562,1005927,18729560,18835382,20053324,41098522,40665246,34577734,39357529,41056553,41098522,40665246,34577734,39357529,41056553,41073489,40544311,34502839,39241503,41009349,41127022,40821014,27518939,14200820,15023442,41128210,40824777,27518986,14201304,15023756
24.jpg.png,bad,3255964,13419631,11655535,13572492,5915009,3255964,13419631,11655535,13572492,5915009,3326582,13418559,11480292,13330943,6041216,2183250,13830479,15645243,15878990,14412271,2153851,13786374,15635093,15924159,14387098,33511080,26188115,19885443,23626546,32641715,33511080,26188115,19885443,23626546,32641715,33481860,26111987,19860486,23565015,32583852,33867158,27380467,15569367,8033188,8499205,33865203,27378004,15569315,8033289,8498986
24.png,bad,119931,846307,12756811,11748304,120291,119931,846307,12756811,11748304,120291,119888,822240,12755281,11714656,120245,119888,295189,13627257,14318858,15932998,119888,302568,13611110,14322726,15940783,30571433,30458309,23391229,28691956,30571351,30571433,30458309,23391229,28691956,30571351,30571440,30450088,23390235,28692560,30571397,30571440,30542281,18222769,9402434,9947458,30571440,30541410,18222716,9402646,9947495
2422.jpg,bad,17562954,21302952,21447754,21891042,16016798,17562954,21302952,21447754,21891042,16016798,17428961,21317523,21392497,21899907,16009832,18600903,20857813,22600832,21855070,21433456,18548784,20886407,22582603,21876168,21417992,25782822,18182644,13270448,16271014,23745840,25782822,18182644,13270448,16271014,23745840,25787987,18185069,13270273,16271139,23751038,27290723,19077755,10338654,5334470,5643640,27291802,19078417,10338575,5334414,5643554
24patch_4.jpg,bad,229889,1490089,17172720,7102386,303605,229889,1490089,17172720,7102386,303605,247564,1671782,16990041,7086225,335000,192583,1042111,19024153,20736013,20319956,188676,1032961,18957226,20797617,20309970,41153601,40747037,33512738,39625938,41128371,41153601,40747037,33512738,39625938,41128371,41136766,40614158,33375585,39463295,41100302,41166293,40910947,26412611,13628721,14419064,41166776,40921765,26412568,13628499,14418898
25.jpg.png,bad,10099327,13246557,10960838,12130939,12747303,10099327,13246557,10960838,12130939,12747303,10209247,13214276,10886085,12088264,12765130,7339673,13262185,16319110,16269982,17155283,7324636,13181982,16294001,16259489,17162664,29272845,21576933,16664264,19577099,27345439,29272845,21576933,16664264,19577099,27345439,29223653,21504344,16634695,19513220,27286366,30328539,22510205,13113138,6765932,7157903,30327650,22506426,13113211,6765921,7158088
25.png,bad,109914,1108545,11453797,10157239,111570,109914,1108545,11453797,10157239,111570,109613,1246702,11586118,10158417,111700,108667,241023,12119030,13155859,13983132,109317,263072,12066025,13106491,13963603,27682636,27533259,21216375,25869471,27682150,27682636,27533259,21216375,25869471,27682150,27682517,27505714,21130064,25815927,27682018,27682785,27662675,16632426,8593423,9091294,27682713,27660122,16632313,8593329,9091267
2523.jpg,bad,23085402,26255658,30444908,27430847,21894773,23085402,26255658,30444908,27430847,21894773,23014015,26036317,30337452,27385132,21912759,23738004,25211482,29487629,29844696,29523729,23697996,25237210,29545297,29904352,29429862,38118568,28678584,21716210,26224591,35597535,38118568,28678584,21716210,26224591,35597535,38082485,28647783,21715144,26207204,35558599,39974202,29796134,16918805,8729630,9235369,39972826,29794638,16918877,8729868,9235902
25patch_5.jpg,bad,310402,1092546,19102145,2891894,383064,310402,1092546,19102145,2891894,383064,367585,1073819,18999219,2848748,439508,271860,848341,19896396,20918020,18725194,277058,831932,19923960,20979351,18689067,41072518,40743810,34627753,40281274,41040246,41072518,40743810,34627753,40281274,41040246,41038635,40650783,34566463,40181740,40986988,41089556,40841097,27015298,13939860,14747820,41090430,40847584,27015376,13939819,14747967
26.jpg.png,bad,12873604,13510786,13775099,12420006,14172395,12873604,13510786,13775099,12420006,14172395,12855204,13482614,13691004,12292954,14232475,10918750,13456110,16083845,16987647,17221779,10926472,13447425,16041008,17035669,17212295,27750210,19760962,14722215,17714992,25682739,27750210,19760962,14722215,17714992,25682739,27683886,19690982,14709396,17664312,25610413,29050070,20714938,11515929,5941611,6286125,29048942,20714201,11515942,5941529,6286151
26.png,bad,121479,1845149,12640626,11675592,144368,121479,1845149,12640626,11675592,144368,127027,1904188,12710812,11423806,180525,118509,777687,13156039,14537397,15029355,118579,786467,13194572,14593133,15069081,30089565,29747979,22617252,27723034,30086016,30089565,29747979,22617252,27723034,30086016,30088361,29695142,22631000,27716388,30079035,30089945,29938703,17632281,9097425,9625021,30089933,29936893,17632134,9097569,9624915
2624.jpg,bad,22578766,23929482,30449514,27189618,21629369,22578766,23929482,30449514,27189618,21629369,22571063,23829212,30383541,27089565,21599766,22987299,22272565,28827294,29919626,30536806,22982260,22303196,28779848,29921685,30413962,40727334,31106122,23513148,28467578,38168815,40727334,31106122,23513148,28467578,38168815,40659633,31062488,23513603,28448815,38098410,42597717,32251909,18318736,9452244,10000168,42599562,32253158,18318826,9452243,10000198
26patch_6.jpg,bad,331964,7971007,12971271,12996050,534821,331964,7971007,12971271,12996050,534821,367916,7821489,12668954,12828485,612411,271792,4418367,17001938,16556132,13779709,264535,4505315,16892391,16455088,13746954,41480490,39628035,32440841,36817366,41424989,41480490,39628035,32440841,36817366,41424989,41446370,39548773,32400066,36762333,41368955,41499368,40459883,26958952,13910190,14715837,41498987,40468551,26958815,13910188,14715974
27.png,bad,113654,1659730,12362069,9983334,123764,113654,1659730,12362069,9983334,123764,116531,1742583,12439356,9825779,134877,110784,512246,12099371,13492262,14459214,110816,545474,12052173,13467657,14441996,28163796,27872132,21393641,26229304,28161796,28163796,27872132,21393641,26229304,28161796,28163429,27859947,21393022,26223007,28159663,28164204,28091434,16667505,8599848,9098646,28164190,28084598,16667553,8599933,9098460
2725.jpg,bad,14940712,18963006,18802650,19237875,14385740,14940712,18963006,18802650,19237875,14385740,14994516,18847237,19012556,19156426,14460753,15795417,18613976,20175765,19523920,19215928,15768333,18642590,20229403,19553628,19173800,22900786,16266042,11897204,14585253,21126858,22900786,16266042,11897204,14585253,21126858,22893472,16264911,11899350,14586768,21119511,24209465,17050242,9268921,4782310,5059680,24211015,17051220,9269073,4782714,5059442
27patch_7.jpg,bad,385187,2687323,16147333,4465380,641019,385187,2687323,16147333,4465380,641019,449653,2889575,15556841,4392058,744821,242592,2121097,17581944,18842495,18639074,243827,2039504,17593346,18880104,18685904,41102957,40046251,35045711,39133912,41012937,41102957,40046251,35045711,39133912,41012937,41078929,39803561,34881519,38847954,40959695,41146948,40501435,27421658,14149819,14969836,41146563,40529202,27421574,14149588,14969924
28.png,bad,126317,1615475,13383850,11543767,143257,126317,1615475,13383850,11543767,143257,132950,1641787,13543148,10939866,166993,123053,750695,13448477,14223931,16335502,123199,759635,13455410,14258184,16348542,31052247,30758859,23659342,29017069,31049259,31052247,30758859,23659342,29017069,31049259,31051172,30677567,23662854,29009746,31043789,31052731,30923687,18431953,9510247,10061722,31052685,30922139,18432128,9510566,10061684
2826.jpg,bad,22807461,20593732,33637316,26427616,22723102,22807461,20593732,33637316,26427616,22723102,22830253,20683820,33582056,26131782,22657370,23399369,20563341,32226506,34100758,34725976,23430597,20517920,32060332,34053120,34753955,51123759,40417756,31157874,37418266,48278406,51123759,40417756,31157874,37418266,48278406,51066133,40379976,31156882,37403888,48217090,53213637,41704633,24274122,12524686,13251000,53214557,41705478,24274096,12524704,13250791
28patch_8.jpg,bad,574607,3029101,16209763,4960916,865507,574607,3029101,16209763,4960916,865507,607795,3238737,15364400,4885251,994770,376095,2505353,17691956,18966710,18732392,364338,2461614,17706506,18975247,18753482,40990201,39758575,34501781,38761142,40861761,40990201,39758575,34501781,38761142,40861761,40990549,39462691,34323810,38426423,40828800,41074347,40232287,26979732,13922030,14728768,41074164,40259228,26979950,13922203,14728816
29.png,bad,118961,8923552,14043019,14173568,123158,118961,8923552,14043019,14173568,123158,118802,8965769,14044411,14243801,126655,117589,4062830,8785022,12881734,14623248,118334,4054706,8894108,12931179,14655813,29848943,28387818,20573503,25272230,29848096,29848943,28387818,20573503,25272230,29848096,29848866,28380327,20571955,25270747,29847603,29849187,29349054,16028454,8270226,8749646,29849136,29345292,16028326,8270239,8749537
2927.jpg,bad,15083211,18946417,18608275,18798546,15163833,15083211,18946417,18608275,18798546,15163833,15109426,18813479,18686931,18718155,15181686,15207464,18919508,20466277,19240158,18964784,15195347,18900257,20555854,19283969,18870175,21217365,14871505,10825001,13276322,19516797,21217365,14871505,10825001,13276322,19516797,21222748,14874725,10825053,13277011,19522302,22476736,15620270,8433363,4351396,4603664,22477537,15620163,8433476,4351479,4603505
29patch_9.jpg,bad,312771,2470472,18190336,5171079,454246,312771,2470472,18190336,5171079,454246,348788,2737906,17786963,5086836,506445,252541,1708930,18890220,19657695,18739785,252769,1667381,18891238,19731041,18785782,41084867,40293206,33930002,39298605,41035012,41084867,40293206,33930002,39298605,41035012,41080922,40083600,33801077,39048020,41016259,41115235,40674864,26508298,13678159,14470889,41111927,40692675,26508354,13678583,14471312
